Division ID,Place,Points,Name,PDGA Number,Rating,Par,Rd1,Rd1 Rating,Rd1 Layout,Rd2,Rd2 Rating,Rd2 Layout,Rd3,Rd3 Rating,Rd3 Layout,Total
MA3,1,48.00,Ritchie Gardner,205247,857,+6,63,852,57,54,948,57,60,884,57,177
MA3,2,45.00,Stephen Scott,237662,835,+9,64,841,57,58,905,57,58,905,57,180
MA3,3,42.00,John Hood,113996,844,+13,63,852,57,60,884,57,61,873,57,184
MA3,4,39.00,Ross Brown,239336,848,+16,64,841,57,62,862,57,61,873,57,187
MA3,4,39.00,Danny Glen,226281,806,+16,63,852,57,63,852,57,61,873,57,187
MA3,6,33.00,Rodolfo Perez,203017,798,+21,70,777,57,59,894,57,63,852,57,192
MA3,6,33.00,Jason Glen,226786,805,+21,62,862,57,62,862,57,68,799,57,192
MA3,8,27.00,Euan Boyle,228348,762,+23,69,788,57,60,884,57,65,830,57,194
MA3,9,24.00,Peter Morrison,188781,850,+26,71,767,57,66,820,57,60,884,57,197
MA3,10,21.00,Laura Fyfe,150220,805,+29,66,820,57,64,841,57,70,777,57,200
MA3,11,18.00,James Reddaway,259983,,+31,68,799,57,69,788,57,65,830,57,202
MA3,11,18.00,Ross Johnstone,257408,861,+31,68,799,57,68,799,57,66,820,57,202
MA3,13,12.00,Jamie Wells,,,+32,71,767,57,65,830,57,67,809,57,203
MA3,14,9.00,Kristopher Glen,228499,796,+33,73,745,57,62,862,57,69,788,57,204
MA3,14,9.00,Ryan Junor,228334,783,+33,69,788,57,65,830,57,70,777,57,204
MA3,16,3.00,Steven Balliet,,,+77,71,767,57,66,820,57,111,341,57,248
FA3,1,6.00,Roisin Kelly,,,+60,80,671,57,75,724,57,76,713,57,231
FA3,2,4.50,Flora Rougvie,273751,,+80,82,650,57,89,575,57,80,671,57,251
FA3,3,3.00,Barbara Rast,,,+105,86,607,57,96,500,57,94,522,57,276
FA3,4,0.00,Tandala MacRae,177592,732,,68,799,57,76,713,57,999,,57,DNF
MA4,1,6.00,Charlie Chalmers,,,+47,74,735,57,69,788,57,75,724,57,218
MA4,2,4.00,Shaun MacEachen,239209,659,+58,79,681,57,79,681,57,71,767,57,229
MA4,3,2.00,Colin Fieldsend,,,+66,78,692,57,81,660,57,78,692,57,237
MJ18,1,6.00,Jake Wells,,,+37,67,809,57,66,820,57,75,724,57,208
MJ18,2,4.00,Daniel Todd,,,+68,68,799,57,71,767,57,100,458,57,239
MJ18,3,0.00,Rowan MacRae,177595,572,,999,,57,999,,57,54,948,57,DNF
MJ08,1,0.50,Maverick Beaumont,252560,491,+57,64,841,57,73,745,57,91,554,57,228

Event: Highland Open
MPO,1,15.00,Rick Rick,37024,977,-15,52,987,54,54,967,54,47,1011,55,50
MPO,2,10.00,John Bruce,8845,956,-6,53,977,54,53,977,54,54,932,55,52
MPO,3,0.00,Ben Bruce,8844,967,,999,,54,999,,54,60,865,55,56
MP40,1,8.00,Ben Heywood,144476,938,+6,52,987,54,57,937,54,56,910,55,59
MP40,2,4.00,Jester Wilson,8817,935,+8,58,928,54,60,908,54,55,921,55,53
MA1,1,20.00,Fergus McLean,176700,909,+10,53,977,54,57,937,54,64,820,55,54
MA1,2,15.00,Ben Bolton,179709,894,+15,63,878,54,60,908,54,53,943,55,57
MA1,3,10.00,Tiffany Strandbygaard,144811,893,+22,62,888,54,59,918,54,61,854,55,58
MA1,4,5.00,Alan Davidson,107583,885,+27,61,898,54,62,888,54,56,910,55,66
MA40,1,16.00,Trevor Bechtel,8805,899,+15,60,908,54,60,908,54,58,887,55,55
MA40,2,12.00,Lloyd Wells,201061,904,+16,60,908,54,59,918,54,59,876,55,56
MA40,3,8.00,Patrick Kipfmiller,243194,824,+24,66,848,54,62,888,54,58,887,55,56
MA40,4,4.00,Richard Beaumont,252556,815,+46,69,818,54,68,828,54,65,809,55,62
MA2,1,20.00,Theodore Olsen,,,+15,60,908,54,67,838,54,54,932,55,52
MA2,2,16.00,Sanyam McNie,171513,885,+17,60,908,54,60,908,54,56,910,55,59
MA2,3,12.00,Adam Gilmour,177380,879,+19,59,918,54,68,828,54,55,921,55,55
MA2,4,8.00,Andrea Trevisan,,,+28,62,888,54,73,779,54,57,898,55,54
MA2,5,4.00,Thomas Wells,237667,878,+29,64,868,54,66,848,54,60,865,55,57
MA3,1,21.00,Jamie Wells,,,+23,62,888,54,60,908,54,58,887,55,61
MA3,2,18.00,Phil Kirby,243795,893,+42,63,878,54,61,898,54,69,764,55,67
MA3,3,15.00,Anthony Jackson,228139,789,+55,74,769,54,71,799,54,68,775,55,60
MA3,4,12.00,James Reddaway,259983,806,+71,74,769,54,64,868,54,68,775,55,83
MA3,5,9.00,Shaun MacEachen,239209,678,+85,81,699,54,84,670,54,66,798,55,72
MA3,6,0.00,Tom Warren,218623,763,,78,729,54,77,739,54,61,854,55,999
MA3,6,0.00,Johnny Warren,220307,765,,72,789,54,80,709,54,69,764,55,999
MJ08,1,0.50,Maverick Beaumont,252560,586,+137,99,469,54,92,543,54,76,590,55,88

Event: The Irish Open '23
MPO,1,55.00,Seonaidh Charity,8864,955,-6,56,989,59,57,980,59,58,971,59,171
MPO,2,50.00,Asim Ali,133094,946,-4,59,962,59,57,980,59,57,980,59,173
MPO,3,45.00,Pete Dawson,8870,976,-3,61,944,59,55,998,59,58,971,59,174
MPO,4,40.00,Rick Rick,37024,977,+3,65,908,59,56,989,59,59,962,59,180
MPO,5,35.00,Ben Matthews,146880,941,+5,63,926,59,61,944,59,58,971,59,182
MPO,6,30.00,William Martin,103341,925,+7,62,935,59,60,953,59,62,935,59,184
MPO,7,25.00,Ben Preston,144400,937,+8,61,944,59,63,926,59,61,944,59,185
MPO,8,20.00,Jake Walpole,124575,909,+9,65,908,59,61,944,59,60,953,59,186
MPO,9,15.00,Patrick McCauley,106061,905,+19,69,872,59,61,944,59,66,899,59,196
MPO,10,10.00,Patrick McGeough,176105,896,+26,65,908,59,71,854,59,67,890,59,203
MPO,11,0.00,Jack Pembroke,163742,966,,60,953,59,68,881,59,999,,59,DNF
MA1,1,55.00,Stephen Coulter,183670,902,+16,64,917,59,66,899,59,63,926,59,193
MA1,1,55.00,Sean Craig,137639,890,+16,64,917,59,64,917,59,65,908,59,193
MA1,3,45.00,Daniel Morgan,140118,883,+17,64,917,59,63,926,59,67,890,59,194
MA1,4,40.00,Sanyam McNie,171513,885,+19,68,881,59,63,926,59,65,908,59,196
MA1,5,35.00,Alan Davidson,107583,885,+23,61,944,59,68,881,59,71,854,59,200
MA1,6,30.00,Tiffany Strandbygaard,144811,893,+26,70,863,59,66,899,59,67,890,59,203
MA1,7,25.00,Chris Sweeney,117266,884,+30,73,836,59,67,890,59,67,890,59,207
MA1,8,20.00,Christopher Burrows,144470,891,+33,72,845,59,70,863,59,68,881,59,210
MA1,9,15.00,Chris Bialecki,,,+40,74,827,59,71,854,59,72,845,59,217
MA1,9,15.00,Chris Millar,111810,874,+40,74,827,59,68,881,59,75,818,59,217
MA1,11,5.00,James Hamilton,,,+46,75,818,59,74,827,59,74,827,59,223
MA60,1,6.00,Gary Parr,56750,817,+24,71,791,59,65,852,59,65,852,59,201
MA60,2,4.00,David Finley,188784,799,+26,71,791,59,67,832,59,65,852,59,203
MA60,3,2.00,Brian Rainey,185961,734,+61,77,731,59,76,741,59,85,651,59,238
MA2,1,40.00,Maksim Koroljov,235647,868,+2,57,932,59,64,862,59,58,922,59,179
MA2,2,36.00,Isaac McCauley,182219,890,+5,56,942,59,63,872,59,63,872,59,182
MA2,3,32.00,Jay Penn,135051,851,+6,64,862,59,59,912,59,60,902,59,183
MA2,4,28.00,Harry McCallum,153637,862,+13,66,842,59,62,882,59,62,882,59,190
MA2,4,28.00,Peter Morrison,188781,834,+13,64,862,59,64,862,59,62,882,59,190
MA2,6,20.00,Peter Campbell,180867,869,+19,64,862,59,66,842,59,66,842,59,196
MA2,6,20.00,Pádraig Mulholland,178970,846,+19,62,882,59,67,832,59,67,832,59,196
MA2,8,12.00,Joshua McCartney,,,+23,70,801,59,68,822,59,62,882,59,200
MA2,8,12.00,Andrew Janes,153413,829,+23,69,812,59,65,852,59,66,842,59,200
MA2,10,0.00,Alan Hogg,221136,829,,69,812,59,67,832,59,999,,59,DNF
MA3,1,12.00,Markus Condren,257867,,+21,64,862,59,64,862,59,70,801,59,198
MA3,2,9.00,Laura Fyfe,150220,810,+22,68,822,59,66,842,59,65,852,59,199
MA3,3,6.00,Jacob Glenn,231582,717,+50,81,691,59,74,761,59,72,781,59,227
MA3,4,0.00,Jack Gibson,236462,805,,74,761,59,66,842,59,999,,59,DNF
MA4,1,18.00,Alec Schmidt,245596,,+28,68,822,59,66,842,59,71,791,59,205
MA4,2,16.00,Neil Gordon,,,+38,73,771,59,69,812,59,73,771,59,215
MA4,3,14.00,Theo Craig,,,+45,77,731,59,75,751,59,70,801,59,222
MA4,4,12.00,Jonathan Workman,,,+47,77,731,59,76,741,59,71,791,59,224
MA4,5,10.00,Jason Wilson,,,+58,76,741,59,80,701,59,79,711,59,235
MA4,6,8.00,Aobh Sharvin,148934,624,+77,88,621,59,83,671,59,83,671,59,254
MA4,7,6.00,Bronagh Murray,236950,679,+79,85,651,59,84,661,59,87,631,59,256
MA4,8,4.00,Clare Maguire,,,+146,107,430,59,102,480,59,114,359,59,323
MA4,9,0.00,Matthew Stanton,,,,82,681,59,999,,59,999,,59,DNF
MJ18,1,2.00,Tobi Bialecki,+85,84,661,90,600,59,88,621,59,262,,59,

Event: The Perthshire Open
MPO,1,15.00,Chris Smith,107706,980,-7,54,934,58,55,923,58,109,,,
MPO,2,10.00,Ben Bolton,179709,899,-3,54,934,58,59,879,58,113,,,
MPO,3,5.00,Alan Davidson,107583,890,-2,58,890,58,56,912,58,114,,,
MP40,1,12.00,Jester Wilson,8817,931,-8,57,901,58,51,968,58,108,,,
MP40,2,8.00,Ben Heywood,144476,935,-4,56,912,58,56,912,58,112,,,
MP40,3,4.00,Graham Robbie,62324,893,+2,60,867,58,58,890,58,118,,,
MA1,1,10.00,David Lindsay,218208,888,-7,52,957,58,57,901,58,109,,,
MA1,2,5.00,Ross MacSporran,180534,891,-2,58,890,58,56,912,58,114,,,
MA40,1,8.00,Graham McGill,171402,896,-3,56,912,58,57,901,58,113,,,
MA40,2,4.00,Lloyd Wells,201061,902,-2,58,890,58,56,912,58,114,,,
MA2,1,28.00,Jack Edgar,173197,919,-6,55,923,58,55,923,58,110,,,
MA2,2,24.00,Ewan Penman,205573,892,-3,56,912,58,57,901,58,113,,,
MA2,3,20.00,Thomas Wells,237667,873,-1,55,923,58,60,867,58,115,,,
MA2,4,16.00,Benny Sood,245564,844,E,58,890,58,58,890,58,116,,,
MA2,4,16.00,Cole Hamilton,107940,883,E,56,912,58,60,867,58,116,,,
MA2,6,8.00,Jamie Wells,,,+9,63,834,58,62,845,58,125,,,
FA2,1,2.00,Roisin Kelly,+18,76,689,,,58,76,,58,,,,
MA3,1,30.00,Peter Morrison,188781,834,+1,58,890,58,59,879,58,117,,,
MA3,2,27.00,Ross Brown,239336,851,+6,61,856,58,61,856,58,122,,,
MA3,3,24.00,Richard Backhouse,260906,841,+9,63,834,58,62,845,58,125,,,
MA3,4,21.00,James Reddaway,259983,795,+12,60,867,58,68,778,58,128,,,
MA3,5,18.00,Jason Glen,226786,813,+15,70,756,58,61,856,58,131,,,
MA3,5,18.00,Laura Fyfe,150220,811,+15,67,790,58,64,823,58,131,,,
MA3,7,12.00,Shaun MacEachen,239209,704,+17,66,801,58,67,790,58,133,,,
MA3,8,9.00,Grant Lopes,,,+20,67,790,58,69,767,58,136,,,
MA3,9,6.00,Peter O'Brien,174236,843,+21,69,767,58,68,778,58,137,,,
MA3,10,3.00,Guy Bolton,,,+28,72,734,58,72,734,58,144,,,

Event: North Fife Open
MPO,1,25.00,Sami Havuluoto,112593,939,-25,38,982,44,38,982,44,40,954,44,36
MPO,2,20.00,Pete Dawson,8870,972,-24,40,954,44,39,968,44,39,968,44,39
MPO,3,15.00,Rick Rick,37024,976,-17,43,913,44,41,941,44,40,954,44,42
MPO,4,10.00,Ben Heywood,144476,934,-11,45,886,44,46,872,44,40,954,44,39
MPO,5,5.00,Jester Wilson,8817,933,-10,44,900,44,43,913,44,42,927,44,39
MA1,1,15.00,Fergus McLean,176700,914,-15,41,941,44,41,941,44,41,941,44,42
MA1,2,10.00,Marcus Schmidt,192636,867,-1,43,913,44,43,913,44,47,858,44,44
MA1,3,5.00,Tiffany Strandbygaard,144811,890,+7,51,804,44,45,886,44,43,913,44,45
MA40,1,16.00,Lloyd Wells,201061,900,-1,44,900,44,45,886,44,41,941,44,45
MA40,2,12.00,Darroch Reid,193623,908,+2,46,872,44,44,900,44,47,858,44,45
MA40,3,8.00,John Gore,195461,895,+6,46,872,44,52,790,44,41,941,44,46
MA40,4,4.00,Richard Beaumont,252556,818,+28,47,858,44,51,804,44,51,804,44,52
MA2,1,28.00,Jack Edgar,173197,918,-14,44,900,44,43,913,44,42,927,44,39
MA2,2,24.00,Callum Taylor,253060,902,-3,47,858,44,46,872,44,40,954,44,43
MA2,3,20.00,Ewan Penman,205573,894,E,45,886,44,44,900,44,45,886,44,43
MA2,4,16.00,Thomas Wells,237667,881,+1,43,913,44,51,804,44,43,913,44,41
MA2,5,12.00,Kyle Roderick,203687,877,+5,52,790,44,47,858,44,41,941,44,44
MA2,6,8.00,Hugh Morris,148948,864,+6,46,872,44,49,831,44,42,927,44,46
MA2,7,4.00,Jon Luke Henderson,237660,866,+8,46,872,44,45,886,44,45,886,44,46
MA3,1,33.00,Alex Burton,233465,823,+4,40,954,44,45,886,44,45,886,44,48
MA3,2,30.00,John Hood,113996,857,+5,47,858,44,47,858,44,44,900,44,44
MA3,3,27.00,Andrea Trevisan,264703,,+19,47,858,44,49,831,44,48,845,44,49
MA3,4,24.00,Stephen Scott,237662,859,+21,51,804,44,53,776,44,49,831,44,46
MA3,5,21.00,Phil Kirby,243795,874,+23,48,845,44,50,817,44,51,804,44,44
MA3,6,18.00,Ryan Junor,228334,788,+26,49,831,44,51,804,44,50,817,44,49
MA3,7,15.00,Danny Glen,226281,826,+29,52,790,44,54,762,44,47,858,44,46
MA3,8,12.00,Jason Glen,226786,812,+34,49,831,44,50,817,44,51,804,44,54
MA3,9,9.00,Anthony Jackson,228139,798,+41,53,776,44,54,762,44,52,790,44,54
MA3,9,9.00,Kristopher Glen,228499,787,+41,49,831,44,53,776,44,54,762,44,57
MA3,11,3.00,Euan Boyle,228348,780,+52,55,749,44,50,817,44,61,666,44,56
MJ18,1,2.00,Ellis Johnson,+78,58,708,64,625,44,58,708,44,62,653,44,56
MJ10,1,1.00,Jake Wells,,,+143,77,447,44,74,488,44,74,488,44,69
MJ10,2,0.50,Maverick Beaumont,252560,565,+147,74,488,44,79,420,44,72,516,44,71

Event: The Social at Bluebell Woods presented by Latitude 64 
MPO,1,20.00,Rick Rick,37024,976,-15,57,974,63,54,1001,63,111,$46,,
MPO,2,15.00,Pete Dawson,8870,972,-10,58,965,63,58,965,63,116,,,
MPO,3,10.00,Ben Heywood,144476,934,-1,63,919,63,62,928,63,125,,,
MPO,4,0.00,Jester Wilson,8817,933,,57,974,63,999,,63,DNF,,,
MA1,1,25.00,Ewan Penman,205573,894,-2,61,937,63,63,919,63,124,,,
MA1,2,20.00,Alan Davidson,107583,895,-1,64,910,63,61,937,63,125,,,
MA1,3,15.00,Jack Edgar,173197,918,E,61,937,63,65,901,63,126,,,
MA1,4,10.00,Martin Hill,132715,914,+5,65,901,63,66,892,63,131,,,
MA1,5,5.00,Ross MacSporran,180534,896,+12,72,837,63,66,892,63,138,,,
FA1,1,3.00,Tiffany Strandbygaard,144811,890,-2,50,938,59,70,855,63,120,,,
MA40,1,20.00,Andrew Finlay,80128,917,+4,66,892,63,64,910,63,130,,,
MA40,2,16.00,Graham McGill,171402,899,+6,67,882,63,65,901,63,132,,,
MA40,3,12.00,Jason Stokes,111390,896,+11,70,855,63,67,882,63,137,,,
MA40,4,8.00,David Wilson,203788,870,+15,71,846,63,70,855,63,141,,,
MA40,5,0.00,Paul Hodgson,80099,892,,68,873,63,999,,63,DNF,,,
FA40,1,2.00,Donna Stokes,133240,701,+25,71,672,59,72,659,59,143,,,
MA50,1,12.00,Euan Pettitt,58203,880,+2,55,874,59,69,864,63,124,,,
MA50,2,9.00,Peter Keightley,146860,844,+2,56,862,59,68,873,63,124,,,
MA50,3,6.00,Paul Molloy,116914,838,+3,58,836,59,67,882,63,125,,,
MA50,4,3.00,Hugh Watson,230206,823,+13,62,786,59,73,828,63,135,,,
MA2,1,4.00,Callum Beattie,147378,837,+7,59,824,59,70,855,63,129,,,
MA3,1,51.00,Richard Backhouse,260906,841,-6,52,912,59,64,910,63,116,,,
MA3,2,48.00,Robert Ng,124381,879,-3,54,887,59,65,901,63,119,,,
MA3,2,48.00,Alex Burton,233465,823,-3,52,912,59,67,882,63,119,,,
MA3,4,42.00,Peter Morrison,188781,847,-1,56,862,59,65,901,63,121,,,
MA3,5,39.00,Richard Beaumont,252556,818,E,52,912,59,70,855,63,122,,,
MA3,6,36.00,Phil Kirby,243795,874,+2,59,824,59,65,901,63,124,,,
MA3,6,36.00,Ritchie Gardner,205247,874,+2,55,874,59,69,864,63,124,,,
MA3,8,30.00,Callum Girdwood,252442,870,+7,56,862,59,73,828,63,129,,,
MA3,9,27.00,Stuart Lockhart,228359,811,+8,60,811,59,70,855,63,130,,,
MA3,9,27.00,Ryan Junor,228334,788,+8,59,824,59,71,846,63,130,,,
MA3,9,27.00,Ross Brown,239336,853,+8,58,836,59,72,837,63,130,,,
MA3,9,27.00,James Clark,120496,816,+8,56,862,59,74,818,63,130,,,
MA3,13,15.00,Euan Boyle,228348,780,+10,58,836,59,74,818,63,132,,,
MA3,13,15.00,Hamish Dickson,228357,800,+10,56,862,59,76,800,63,132,,,
MA3,15,9.00,Laura Fyfe,150220,825,+11,57,849,59,76,800,63,133,,,
MA3,15,9.00,Kristopher Glen,228499,787,+11,57,849,59,76,800,63,133,,,
MA3,17,3.00,Tom Warren,218623,770,+19,61,799,59,80,764,63,141,,,
FA3,1,7.50,Tandala MacRae,177592,748,+16,62,786,59,72,659,59,134,,,
FA3,2,6.00,Roisin Kelly,,,+21,66,735,59,73,647,59,139,,,
FA3,3,4.50,Flora Rougvie,273751,,+28,68,710,59,78,584,59,146,,,
FA3,4,3.00,Eva Parker,233137,698,+30,75,621,59,73,647,59,148,,,
FA3,4,3.00,Beau Pettitt,,,+30,75,621,59,73,647,59,148,,,
MA4,1,14.00,Gareth Picton,232265,813,-9,57,849,59,52,912,59,109,,,
MA4,2,12.00,Dakota Timmer,204218,774,-2,58,836,59,58,836,59,116,,,
MA4,3,10.00,Samuel Mortimer,234698,757,E,59,824,59,59,824,59,118,,,
MA4,4,8.00,Thomas Dunn,257437,797,+4,61,799,59,61,799,59,122,,,
MA4,5,6.00,Alastair Gower,253390,734,+6,59,824,59,65,748,59,124,,,
MA4,6,4.00,Chris Bell,234356,690,+18,69,697,59,67,723,59,136,,,
MA4,7,2.00,Stephen Douglas,233143,610,+43,77,596,59,84,508,59,161,,,
MJ12,1,2.00,Rowan Gower,253389,630,+20,64,761,59,74,634,59,138,,,
MJ12,2,1.00,Willem Mortimer,,,+21,69,697,59,70,685,59,139,,,
MJ10,1,0.50,Maverick Beaumont,252560,565,+48,77,596,59,89,444,59,166,,,

Event: BIRN Amateur Championships 
MPO,1,15.00,Sami Havuluoto,112593,939,-17,53,950,59,48,1005,59,101,$46,,
MPO,2,10.00,Ben Heywood,144476,934,-10,56,917,59,52,961,59,108,,,
MPO,3,5.00,Jester Wilson,8817,933,-6,57,906,59,55,928,59,112,,,
MA40,1,16.00,Graham McGill,171402,899,+2,60,873,59,60,873,59,120,,,
MA40,2,12.00,Robert Ng,124381,879,+3,58,895,59,63,840,59,121,,,
MA40,3,8.00,Richard Beaumont,252556,818,+13,64,829,59,67,797,59,131,,,
MA40,4,4.00,Alastair Gower,253390,734,+17,65,818,59,70,764,59,135,,,
MA50,1,6.00,Euan Pettitt,58203,880,+9,66,808,59,61,862,59,127,,,
MA50,2,3.00,Paul Molloy,116914,838,+11,64,829,59,65,818,59,129,,,
MA2,1,64.00,Jack Edgar,173197,918,-11,55,928,59,52,961,59,107,,,
MA2,2,60.00,Ewan Penman,205573,894,-8,57,906,59,53,950,59,110,,,
MA2,3,56.00,Ritchie Gardner,205247,874,-7,56,917,59,55,928,59,111,,,
MA2,4,52.00,Callum Taylor,253060,902,-6,57,906,59,55,928,59,112,,,
MA2,5,48.00,Alan Davidson,107583,895,-5,56,917,59,57,906,59,113,,,
MA2,6,44.00,Cole Hamilton,107940,883,-4,55,928,59,59,884,59,114,,,
MA2,7,40.00,Kyle Roderick,203687,877,-1,61,862,59,56,917,59,117,,,
MA2,8,36.00,Penn Glendinning,167625,872,E,62,851,59,56,917,59,118,,,
MA2,9,32.00,Thomas Wells,237667,881,+1,59,884,59,60,873,59,119,,,
MA2,10,28.00,Tiffany Strandbygaard,144811,890,+2,62,851,59,58,895,59,120,,,
MA2,10,28.00,A.J. Cotnoir,37818,865,+2,60,873,59,60,873,59,120,,,
MA2,12,20.00,Seamus Scanlon,11756,913,+3,62,851,59,59,884,59,121,,,
MA2,12,20.00,Laurence Jordan,120349,869,+3,59,884,59,62,851,59,121,,,
MA2,14,12.00,Martin Hill,132715,914,+4,66,808,59,56,917,59,122,,,
MA2,15,8.00,Adrian Sorin Mutei,239072,821,+7,65,818,59,60,873,59,125,,,
MA2,15,8.00,Benny Sood,245564,861,+7,62,851,59,63,840,59,125,,,
MA3,1,33.00,Callum Girdwood,252442,870,-2,62,851,59,54,939,59,116,,,
MA3,2,30.00,Richard Backhouse,260906,841,+1,62,851,59,57,906,59,119,,,
MA3,3,27.00,Alex Burton,233465,823,+2,61,862,59,59,884,59,120,,,
MA3,4,24.00,Phil Kirby,243795,874,+3,63,840,59,58,895,59,121,,,
MA3,4,24.00,John Hood,113996,857,+3,58,895,59,63,840,59,121,,,
MA3,4,24.00,Ross Brown,239336,853,+3,57,906,59,64,829,59,121,,,
MA3,7,15.00,Euan Boyle,228348,780,+9,63,840,59,64,829,59,127,,,
MA3,7,15.00,James Reddaway,259983,819,+9,62,851,59,65,818,59,127,,,
MA3,9,9.00,Peter Morrison,188781,847,+10,66,808,59,62,851,59,128,,,
MA3,10,6.00,Kristopher Glen,228499,787,+11,67,797,59,62,851,59,129,,,
MA3,11,3.00,Danny Glen,226281,826,+12,64,829,59,66,808,59,130,,,
MA4,1,8.00,Max Winkelmann,267526,,+8,63,840,59,63,840,59,126,,,
MA4,2,6.00,Jason Glen,226786,812,+12,66,808,59,64,829,59,130,,,
MA4,3,4.00,Theo Craig,,,+14,68,786,59,64,829,59,132,,,
MA4,4,2.00,Shaun MacEachen,239209,724,+27,70,764,59,75,709,59,145,,,
MJ12,1,1.00,Rowan Gower,253389,630,+32,77,687,59,73,731,59,150,,,
MJ10,1,0.50,Jake Wells,+83,98,457,103,402,59,201,,59,,,,
MJ08,1,0.50,Maverick Beaumont,252560,565,+56,87,577,59,87,577,59,174,,,

Event: RRR : Rosshall-Ruchill Rumble 2023
MPO,1,40.00,Rick Rick,37024,971,-16,54,980,60,45,992,55,99,$68,,
MPO,2,35.00,Sami Havuluoto,112593,956,-13,54,980,60,48,953,55,102,$31,,
MPO,3,30.00,Pete Dawson,8870,970,-11,58,942,60,46,979,55,104,,,
MPO,3,30.00,Ben Preston,144400,935,-11,52,1000,60,52,901,55,104,,,
MPO,5,20.00,Jester Wilson,8817,933,-7,61,913,60,47,966,55,108,,,
MPO,5,20.00,Patrick McCauley,106061,905,-7,56,961,60,52,901,55,108,,,
MPO,7,10.00,Ben Heywood,144476,933,-5,62,903,60,48,953,55,110,,,
MPO,8,5.00,Christopher Burrows,144470,889,+7,63,894,60,59,810,55,122,,,
MA1,1,40.00,Jack Edgar,173197,925,-10,48,953,55,57,952,60,105,,,
MA1,2,35.00,Fergus McLean,176700,915,-10,46,979,55,59,932,60,105,,,
MA1,3,30.00,Alan Davidson,107583,899,-6,51,914,55,58,942,60,109,,,
MA1,4,25.00,Martin Hill,132715,904,-5,48,953,55,62,903,60,110,,,
MA1,5,20.00,Ewan Penman,205573,902,+2,54,875,55,63,894,60,117,,,
MA1,6,15.00,Tiffany Strandbygaard,144811,886,+9,51,914,55,73,797,60,124,,,
MA1,7,10.00,Peter Dagen,,,+13,62,771,55,66,865,60,128,,,
MA1,8,0.00,Ben Bolton,179709,901,,51,914,55,999,,60,DNF,,,
MA40,1,16.00,Lloyd Wells,201061,900,-4,51,914,55,60,923,60,111,,,
MA40,2,12.00,Graham McGill,171402,896,-1,54,875,55,60,923,60,114,,,
MA40,3,8.00,Trevor Bechtel,8805,902,+10,55,862,55,70,826,60,125,,,
MA40,3,8.00,Robert Ng,124381,891,+10,55,862,55,70,826,60,125,,,
MA50,1,15.00,Seamus Scanlon,11756,904,-6,47,966,55,62,903,60,109,,,
MA50,2,12.00,Paul Molloy,116914,845,+7,53,888,55,69,836,60,122,,,
MA50,3,9.00,Peter Keightley,146860,846,+14,57,836,55,72,807,60,129,,,
MA50,4,6.00,Hugh Watson,230206,820,+16,58,823,55,73,797,60,131,,,
MA50,5,3.00,Arvind Sood,245565,683,+33,67,706,55,81,720,60,148,,,
MA2,1,32.00,Ritchie Gardner,205247,881,+5,56,849,55,64,884,60,120,,,
MA2,2,28.00,Thomas Wells,237667,887,+6,56,849,55,65,874,60,121,,,
MA2,3,24.00,Adrian Sorin Mutei,239072,829,+9,58,823,55,66,865,60,124,,,
MA2,3,24.00,Kyle Roderick,203687,880,+9,55,862,55,69,836,60,124,,,
MA2,5,16.00,Benny Sood,245564,855,+10,53,888,55,72,807,60,125,,,
MA2,6,12.00,Tony Deebank,171338,877,+11,56,849,55,70,826,60,126,,,
MA2,7,8.00,Callum Beattie,147378,835,+14,60,797,55,69,836,60,129,,,
MA2,8,4.00,Thomas Dunn,257437,798,+16,60,797,55,71,817,60,131,,,
FA2,1,4.00,Roisin Kelly,,+25,65,732,75,55,778,140,60,,,,
FA2,2,2.00,Flora Rougvie,273751,+39,67,706,87,55,662,154,60,,,,
MA3,1,42.00,Richard Backhouse,260906,868,-5,59,932,60,51,914,55,110,,,
MA3,2,39.00,John Hood,113996,858,-1,60,923,60,54,875,55,114,,,
MA3,3,36.00,Ross Brown,239336,852,+5,65,874,60,55,862,55,120,,,
MA3,4,33.00,Alex Burton,233465,875,+6,67,855,60,54,875,55,121,,,
MA3,5,30.00,Laura Fyfe,150220,826,+7,64,884,60,58,823,55,122,,,
MA3,6,27.00,Euan Boyle,228348,796,+10,65,874,60,60,797,55,125,,,
MA3,7,24.00,Callum Girdwood,252442,870,+11,67,855,60,59,810,55,126,,,
MA3,8,21.00,Jason Glen,226786,813,+12,69,836,60,58,823,55,127,,,
MA3,8,21.00,Max Winkelmann,267526,841,+12,67,855,60,60,797,55,127,,,
MA3,10,15.00,Kristopher Glen,228499,803,+14,68,845,60,61,784,55,129,,,
MA3,11,12.00,Ash Riley,,,+16,72,807,60,59,810,55,131,,,
MA3,12,9.00,Peter Morrison,188781,850,+19,73,797,60,61,784,55,134,,,
MA3,13,6.00,Shaun MacEachen,239209,723,+21,70,826,60,66,719,55,136,,,
MA3,14,3.00,Leo Tan,257117,735,+27,83,701,60,59,810,55,142,,,

Event: Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs
MA1,1,60.00,Asim Ali,133094,958,-14,46,997,56,52,924,56,98,,,
MA1,2,55.00,Daniel Morgan,140118,885,-11,50,948,56,51,936,56,101,,,
MA1,3,50.00,David Gilkinson,140120,908,-10,53,911,56,49,961,56,102,,,
