Name,Division ID,Event,Adjusted Total,rank,Quaich Tour Points
Jack Edgar,MPO,Scottish Matchplay Championships - Ides of Match,22,22.0,66
Jack Edgar,MA2,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,133.0,11.0,82
Jack Edgar,MPO,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,131.0,9.0,64
Jack Edgar,MA2,Caledonian Open,174.0,9.0,102
Jack Edgar,MA2,The Perthshire Open,110.0,4.0,88
Jack Edgar,MA2,North Fife Open,206.0,5.0,104
Jack Edgar,MA1,The Social at Bluebell Woods presented by Latitude 64,126.0,6.0,90
Jack Edgar,MA2,BIRN Amateur Championships ,107.0,2.0,97
Jack Edgar,MA1,RRR : Rosshall-Ruchill Rumble 2023,105.0,5.0,91
Jack Edgar,MA1,Scottish National Championships,209.0,18.0,84
Jack Gibson,MA2,Battle on the Bann ‘23 in association with Flickline Disc golf,404.0,21.0,41
Jack Gibson,MA3,The Irish Open '23,1998.0,46.0,8
Jack Goolden,MA40,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,215.0,21.0,62
Jack Pembroke,MPO,The Irish Open '23,1998.0,46.0,8
Jacob Glenn,MA3,The Irish Open '23,450.0,39.0,25
Jake Clarke,MA3,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,223.0,28.0,43
Jake Walpole,MPO,Battle on the Bann ‘23 in association with Flickline Disc golf,179.0,5.0,88
Jake Walpole,MPO,The Irish Open '23,186.0,8.0,102
Jake Walpole,MA1,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,109.0,9.0,79
Jake Wells,MJ18,Caledonian Open,208.0,44.0,25
Jake Wells,MJ10,North Fife Open,363.0,32.0,4
Jake Wells,MJ10,BIRN Amateur Championships ,201.0,43.0,1
Jakob Zwank,MA1,Battle on the Bann ‘23 in association with Flickline Disc golf,184.0,7.0,82
James Clark,MA3,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,287.0,43.0,24
James Clark,MA3,The Social at Bluebell Woods presented by Latitude 64,271.0,31.0,42
James Clark,MA3,Scottish National Championships,441.0,45.0,28
James Hamilton,MA1,The Irish Open '23,223.0,21.0,69
James Houck,MA40,Battle on the Bann ‘23 in association with Flickline Disc golf,423.0,26.0,27
James Luton,MPO,Farewell Fanmore ,171.0,1.0,100
James McHardy,MPO,Scottish Matchplay Championships - Ides of Match,23,23.0,63
James McHardy,MA3,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,271.0,27.0,53
James Reddaway,MA3,Farewell Fanmore ,228.0,20.0,60
James Reddaway,MA3,Caledonian Open,202.0,36.0,42
James Reddaway,MA3,Highland Open,289.0,21.0,20
James Reddaway,MA3,The Perthshire Open,128.0,20.0,27
James Reddaway,MA3,BIRN Amateur Championships ,127.0,29.0,34
James Reddaway,MA3,Scottish National Championships,450.0,51.0,16
James Reddaway,MA3,GGO: Glasgow GIAB Open 2023,205.0,43.0,7
Jamie Doak,MA2,Farewell Fanmore ,200.0,4.0,93
Jamie Wells,MA2,Farewell Fanmore ,234.0,23.0,54
Jamie Wells,MA3,Scottish Open 2023 presented by Latitude 64,204.0,60.0,9
Jamie Wells,MA3,Caledonian Open,203.0,38.0,38
Jamie Wells,MA3,Highland Open,241.0,13.0,52
Jamie Wells,MA2,The Perthshire Open,125.0,18.0,35
Jason Glen,MPO,Scottish Matchplay Championships - Ides of Match,48,48.0,29
Jason Glen,MA3,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,281.0,36.0,37
Jason Glen,MA3,Scottish Open 2023 presented by Latitude 64,189.0,47.0,33
Jason Glen,MA3,Caledonian Open,192.0,26.0,64
Jason Glen,MA3,The Perthshire Open,131.0,21.0,23
Jason Glen,MA3,North Fife Open,254.0,27.0,22
Jason Glen,MA4,BIRN Amateur Championships ,130.0,35.0,19
Jason Glen,MA3,RRR : Rosshall-Ruchill Rumble 2023,127.0,34.0,31
Jason Glen,MA3,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,121.0,22.0,46
Jason Glen,MA3,GGO: Glasgow GIAB Open 2023,187.0,32.0,31
Jason Stokes,MA40,The Social at Bluebell Woods presented by Latitude 64,137.0,10.0,82
Jason Wilson,MA4,The Irish Open '23,458.0,40.0,22
Jay Penn,MA2,Battle on the Bann ‘23 in association with Flickline Disc golf,394.0,17.0,53
Jay Penn,MA2,The Irish Open '23,406.0,24.0,62
Jennifer Houghtaling,FA1,Battle on the Bann ‘23 in association with Flickline Disc golf,417.0,23.0,35
Jessica Clegg,FJ18,Farewell Fanmore ,333.0,37.0,25
Jester Wilson,MPO,Scottish Open 2023 presented by Latitude 64,160.0,10.0,103
Jester Wilson,MP40,Caledonian Open,167.0,5.0,110
Jester Wilson,MP40,Highland Open,226.0,4.0,88
Jester Wilson,MP40,The Perthshire Open,108.0,1.0,100
Jester Wilson,MPO,North Fife Open,210.0,7.0,97
Jester Wilson,MPO,The Social at Bluebell Woods presented by Latitude 64,1998.0,52.0,2
Jester Wilson,MPO,BIRN Amateur Championships ,112.0,6.0,88
Jester Wilson,MPO,RRR : Rosshall-Ruchill Rumble 2023,108.0,7.0,87
Jester Wilson,MP40,GGO: Glasgow GIAB Open 2023,165.0,7.0,86
Joe Cohen,MPO,Scottish Matchplay Championships - Ides of Match,32,32.0,50
Joe O'Brien,MPO,Scottish National Championships,182.0,2.0,117
John Bruce,MPO,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,197.0,6.0,105
John Bruce,MPO,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,111.0,2.0,95
John Bruce,MPO,Highland Open,212.0,2.0,96
John Bruce,MPO,Scottish National Championships,192.0,7.0,106
John Clark,MPO,Scottish Matchplay Championships - Ides of Match,27,27.0,63
John Clark,MA2,Farewell Fanmore ,1998.0,38.0,23
John Clark,MA2,Scottish Open 2023 presented by Latitude 64,178.0,38.0,50
John Clark,MA2,Caledonian Open,186.0,20.0,78
John Gore,MA50,Farewell Fanmore ,210.0,8.0,85
John Gore,MA40,North Fife Open,226.0,17.0,60
John Hood,MA3,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,282.0,38.0,33
John Hood,MPO,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,148.0,20.0,14
John Hood,MA3,Scottish Open 2023 presented by Latitude 64,178.0,38.0,50
John Hood,MA3,Caledonian Open,184.0,17.0,84
John Hood,MA3,North Fife Open,225.0,15.0,67
John Hood,MA3,BIRN Amateur Championships ,121.0,19.0,57
John Hood,MA3,RRR : Rosshall-Ruchill Rumble 2023,114.0,15.0,71
John Hood,MA3,Scottish National Championships,431.0,42.0,36
John Hood,MA3,GGO: Glasgow GIAB Open 2023,177.0,19.0,60
John Wilson,MPO,Scottish Matchplay Championships - Ides of Match,40,40.0,40
Johnnie Symington-Mauro,MA2,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,218.0,24.0,54
Johnny Warren,MPO,Scottish Matchplay Championships - Ides of Match,56,56.0,19
Johnny Warren,MA3,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,290.0,48.0,15
Johnny Warren,MA3,Highland Open,1998.0,24.0,8
Jon Cicuttin,MA40,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,215.0,21.0,62
Jon Luke Henderson,MA3,Farewell Fanmore ,211.0,10.0,81
Jon Luke Henderson,MA2,Caledonian Open,184.0,17.0,84
Jon Luke Henderson,MA2,North Fife Open,228.0,20.0,49
Jonathan Workman,MA4,The Irish Open '23,447.0,38.0,27
Jonathan Workman,MA3,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,126.0,28.0,31
Jordon Venables,MA3,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,233.0,33.0,28
Joshua Black,MA2,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,145.0,21.0,64
Joshua McCartney,MA2,The Irish Open '23,423.0,31.0,45
KJ Phillips,MA3,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,235.0,34.0,26
Kristopher Glen,MPO,Scottish Matchplay Championships - Ides of Match,47,47.0,32
Kristopher Glen,MA3,Scottish Open 2023 presented by Latitude 64,1998.0,63.0,4
Kristopher Glen,MA3,Caledonian Open,204.0,39.0,36
Kristopher Glen,MA3,North Fife Open,261.0,28.0,19
Kristopher Glen,MA3,The Social at Bluebell Woods presented by Latitude 64,274.0,37.0,31
Kristopher Glen,MA3,BIRN Amateur Championships ,129.0,33.0,24
Kristopher Glen,MA3,RRR : Rosshall-Ruchill Rumble 2023,129.0,37.0,25
Kristopher Glen,MA3,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,121.0,22.0,46
Kristopher Glen,MA4,Scottish National Championships,1998.0,54.0,10
Kristopher Glen,MA3,GGO: Glasgow GIAB Open 2023,201.0,38.0,18
Kyle Roderick,MPO,Scottish Matchplay Championships - Ides of Match,25,25.0,68
Kyle Roderick,MA2,Farewell Fanmore ,201.0,5.0,91
Kyle Roderick,MA2,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,138.0,14.0,76
Kyle Roderick,MPO,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,129.0,7.0,73
Kyle Roderick,MA2,Caledonian Open,186.0,20.0,78
Kyle Roderick,MA2,North Fife Open,225.0,15.0,67
Kyle Roderick,MA2,BIRN Amateur Championships ,117.0,11.0,76
Kyle Roderick,MA2,RRR : Rosshall-Ruchill Rumble 2023,124.0,25.0,50
Kyle Roderick,MA2,Scottish National Championships,214.0,25.0,70
Laura Fyfe,MPO,Scottish Matchplay Championships - Ides of Match,41,41.0,47
Laura Fyfe,MA3,Farewell Fanmore ,1998.0,38.0,23
Laura Fyfe,MA3,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,279.0,33.0,42
Laura Fyfe,FPO,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,149.0,21.0,10
Laura Fyfe,MA3,Scottish Open 2023 presented by Latitude 64,185.0,43.0,42
Laura Fyfe,MA3,Caledonian Open,200.0,34.0,46
Laura Fyfe,MA3,The Irish Open '23,422.0,30.0,48
Laura Fyfe,MA3,The Perthshire Open,131.0,21.0,23
Laura Fyfe,MA3,The Social at Bluebell Woods presented by Latitude 64,274.0,37.0,31
Laura Fyfe,MA3,RRR : Rosshall-Ruchill Rumble 2023,122.0,22.0,56
Laura Fyfe,MA4,Scottish National Championships,412.0,34.0,51
Laura Fyfe,MA3,GGO: Glasgow GIAB Open 2023,186.0,31.0,34
Laurence Jordan,MPO,Scottish Matchplay Championships - Ides of Match,14,14.0,76
Laurence Jordan,MA1,Scottish Open 2023 presented by Latitude 64,176.0,34.0,57
Laurence Jordan,MA2,BIRN Amateur Championships ,121.0,19.0,57
Leannae Dowey,FA1,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,213.0,39.0,3
Leo Tan,MA3,RRR : Rosshall-Ruchill Rumble 2023,142.0,46.0,7
Leo Tan,MA3,GGO: Glasgow GIAB Open 2023,204.0,42.0,9
Liam Pitt,MA1,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,195.0,3.0,114
Lloyd Wells,MPO,Scottish Matchplay Championships - Ides of Match,10,10.0,86
Lloyd Wells,MA40,Farewell Fanmore ,209.0,7.0,87
Lloyd Wells,MA40,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,135.0,12.0,80
Lloyd Wells,MA40,Scottish Open 2023 presented by Latitude 64,166.0,17.0,90
Lloyd Wells,MA40,Caledonian Open,173.0,8.0,104
Lloyd Wells,MA40,Highland Open,234.0,9.0,68
Lloyd Wells,MA40,The Perthshire Open,114.0,9.0,69
Lloyd Wells,MA40,North Fife Open,219.0,9.0,90
Lloyd Wells,MA40,RRR : Rosshall-Ruchill Rumble 2023,111.0,14.0,73
Lloyd Wells,MA40,Scottish National Championships,214.0,25.0,70
Lloyd Wells,MA40,GGO: Glasgow GIAB Open 2023,181.0,26.0,45
Luke Dodd Adkins,MA1,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,205.0,13.0,85
Luke Harrison,MA3,Scottish Open 2023 presented by Latitude 64,172.0,26.0,73
Maksim Koroljov,MA2,The Irish Open '23,402.0,22.0,67
Marc Boyd,MA3,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,136.0,31.0,23
Marcus Schmidt,MA1,North Fife Open,219.0,9.0,90
Marek Nowak,MA50,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,1998.0,43.0,1
Mark Oxer,MPO,Battle on the Bann ‘23 in association with Flickline Disc golf,177.0,3.0,94
Markus Condren,MA3,The Irish Open '23,421.0,29.0,50
Markus Condren,MA2,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,113.0,15.0,64
Marta Orzechowski,MA3,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,296.0,53.0,6
Martin Hill,MA1,The Social at Bluebell Woods presented by Latitude 64,131.0,8.0,86
Martin Hill,MA2,BIRN Amateur Championships ,122.0,25.0,43
Martin Hill,MA1,RRR : Rosshall-Ruchill Rumble 2023,110.0,11.0,79
Martin Hill,MA1,Scottish National Championships,205.0,16.0,88
Mathew Miller,MA3,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,297.0,54.0,4
Matt Davis,MA1,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,109.0,9.0,79
Matthew Dooner,MPO,Scottish Matchplay Championships - Ides of Match,37,37.0,47
Matthew Stanton,MA4,The Irish Open '23,1998.0,46.0,8
Mauro Allietta,MA2,GGO: Glasgow GIAB Open 2023,181.0,26.0,45
Maverick Beaumont,MJ08,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,323.0,55.0,2
Maverick Beaumont,MJ08,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,384.0,23.0,1
Maverick Beaumont,MJ08,Caledonian Open,228.0,46.0,20
Maverick Beaumont,MJ08,Highland Open,1354.0,23.0,12
Maverick Beaumont,MJ10,North Fife Open,367.0,33.0,1
Maverick Beaumont,MJ10,The Social at Bluebell Woods presented by Latitude 64,307.0,51.0,4
Maverick Beaumont,MJ08,BIRN Amateur Championships ,174.0,42.0,3
Maverick Beaumont,MJ08,Scottish National Championships,1998.0,54.0,10
Max Winkelmann,MA4,BIRN Amateur Championships ,126.0,28.0,36
Max Winkelmann,MA3,RRR : Rosshall-Ruchill Rumble 2023,127.0,34.0,31
Melodie Zehnder,FA1,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,241.0,35.0,22
Michael McGowan,MA40,Farewell Fanmore ,222.0,15.0,71
Michael Sharkey,MA1,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,196.0,4.0,110
Michael Sharkey,MPO,Scottish National Championships,186.0,5.0,111
Michael Varrow,MA3,Farewell Fanmore ,239.0,26.0,48
Mike Beard,MA3,GGO: Glasgow GIAB Open 2023,202.0,40.0,14
Mike Bowles,MA4,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,274.0,40.0,9
Natalie Eykyn,FA1,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,230.0,32.0,31
Nate Yarr,MA2,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,122.0,25.0,39
Nathan Cox,MA1,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,146.0,22.0,62
Nathan Cox,MPO,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,134.0,11.0,54
Nathan Cox,MA1,Scottish Open 2023 presented by Latitude 64,193.0,52.0,25
Nathan Cox,MA1,Scottish National Championships,217.0,30.0,60
Neal Pickett,MP40,Farewell Fanmore ,215.0,14.0,73
Neil Gordan,MA3,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,122.0,25.0,39
Neil Gordon,MA4,The Irish Open '23,438.0,36.0,32
Neil Owen,MA2,Caledonian Open,183.0,15.0,88
Niall Millband,MA1,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,200.0,9.0,97
Ollie Henderson,FJ18,Farewell Fanmore ,1998.0,38.0,23
Ophelia Byrne,FA3,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,278.0,41.0,6
Pádraig Mulholland,MA2,Battle on the Bann ‘23 in association with Flickline Disc golf,396.0,18.0,50
Pádraig Mulholland,MA2,The Irish Open '23,419.0,27.0,55
Pádraig Mulholland,MA2,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,119.0,21.0,49
Pádraig Ó Gráda,MA2,Battle on the Bann ‘23 in association with Flickline Disc golf,457.0,30.0,15
Pádraig Ó Gráda,MA3,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,140.0,33.0,18
Patrick Grant,MA2,Battle on the Bann ‘23 in association with Flickline Disc golf,418.0,24.0,33
Patrick Kipfmiller,MA40,Caledonian Open,197.0,30.0,55
Patrick Kipfmiller,MA40,Highland Open,242.0,14.0,48
Patrick McCauley,MPO,The Irish Open '23,196.0,12.0,92
Patrick McCauley,MPO,RRR : Rosshall-Ruchill Rumble 2023,108.0,7.0,87
Patrick McCauley,MPO,Scottish National Championships,207.0,17.0,86
Patrick McCauley,MPO,GGO: Glasgow GIAB Open 2023,173.0,15.0,69
Patrick McGeough,MA1,Battle on the Bann ‘23 in association with Flickline Disc golf,187.0,9.0,76
Patrick McGeough,MPO,The Irish Open '23,203.0,15.0,85
Patrick McGeough,MA1,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,109.0,9.0,79
Paul Hodgson,MPO,Scottish Matchplay Championships - Ides of Match,12,12.0,81
Paul Hodgson,MA40,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,132.0,9.0,85
Paul Hodgson,MA40,The Social at Bluebell Woods presented by Latitude 64,1998.0,52.0,2
Paul Hodgson,MA40,Scottish National Championships,201.0,14.0,92
Paul Molloy,MPO,Scottish Matchplay Championships - Ides of Match,26,26.0,66
Paul Molloy,MA50,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,283.0,41.0,27
Paul Molloy,MA50,Scottish Open 2023 presented by Latitude 64,183.0,40.0,46
Paul Molloy,MA50,The Social at Bluebell Woods presented by Latitude 64,266.0,28.0,48
Paul Molloy,MA50,BIRN Amateur Championships ,129.0,33.0,24
Paul Molloy,MA50,RRR : Rosshall-Ruchill Rumble 2023,122.0,22.0,56
Paul Molloy,MA50,GGO: Glasgow GIAB Open 2023,180.0,24.0,49
Paul Stoddart,MP40,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,210.0,16.0,76
Paul Waite,MA40,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,215.0,21.0,62
Penn Glendinning,MA2,BIRN Amateur Championships ,118.0,12.0,74
Pete Dawson,MPO,Scottish Matchplay Championships - Ides of Match,3,3.0,94
Pete Dawson,MPO,Farewell Fanmore ,179.0,2.0,97
Pete Dawson,MPO,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,113.0,3.0,91
Pete Dawson,MPO,Scottish Open 2023 presented by Latitude 64,146.0,3.0,115
Pete Dawson,MPO,Caledonian Open,156.0,1.0,120
Pete Dawson,MPO,The Irish Open '23,174.0,3.0,114
Pete Dawson,MPO,North Fife Open,196.0,2.0,115
Pete Dawson,MPO,The Social at Bluebell Woods presented by Latitude 64,116.0,2.0,98
Pete Dawson,MPO,RRR : Rosshall-Ruchill Rumble 2023,104.0,3.0,95
Pete Dawson,MPO,Scottish National Championships,185.0,4.0,112
Peter Campbell,MA2,Scottish Open 2023 presented by Latitude 64,176.0,34.0,57
Peter Campbell,MA2,The Irish Open '23,419.0,27.0,55
Peter Campbell,MA2,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,110.0,13.0,69
Peter Dagen,MA1,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,140.0,16.0,73
Peter Dagen,MA1,RRR : Rosshall-Ruchill Rumble 2023,128.0,36.0,27
Peter Dagen,MA1,GGO: Glasgow GIAB Open 2023,167.0,11.0,78
Peter Keightley,MPO,Scottish Matchplay Championships - Ides of Match,38,38.0,45
Peter Keightley,MA50,Farewell Fanmore ,237.0,25.0,50
Peter Keightley,MA50,Scottish Open 2023 presented by Latitude 64,185.0,43.0,42
Peter Keightley,MA60,Caledonian Open,195.0,29.0,57
Peter Keightley,MA50,The Social at Bluebell Woods presented by Latitude 64,265.0,23.0,58
Peter Keightley,MA50,RRR : Rosshall-Ruchill Rumble 2023,129.0,37.0,25
Peter Keightley,MA50,Scottish National Championships,443.0,49.0,21
Peter Keightley,MA50,GGO: Glasgow GIAB Open 2023,188.0,34.0,27
Peter Morrison,MPO,Scottish Matchplay Championships - Ides of Match,36,36.0,50
Peter Morrison,MA2,Battle on the Bann ‘23 in association with Flickline Disc golf,391.0,16.0,56
Peter Morrison,MA3,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,282.0,38.0,33
Peter Morrison,MA3,Scottish Open 2023 presented by Latitude 64,195.0,54.0,21
Peter Morrison,MA3,Caledonian Open,197.0,30.0,55
Peter Morrison,MA2,The Irish Open '23,413.0,25.0,60
Peter Morrison,MA3,The Perthshire Open,117.0,15.0,46
Peter Morrison,MA3,The Social at Bluebell Woods presented by Latitude 64,262.0,20.0,63
Peter Morrison,MA3,BIRN Amateur Championships ,128.0,32.0,26
Peter Morrison,MA3,RRR : Rosshall-Ruchill Rumble 2023,134.0,43.0,13
Peter Morrison,MA2,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,116.0,18.0,56
Peter Morrison,MA3,Scottish National Championships,435.0,43.0,33
Peter Morrison,MA3,GGO: Glasgow GIAB Open 2023,178.0,20.0,58
Peter O'Brien,MA3,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,1998.0,56.0,1
Peter O'Brien,MA3,The Perthshire Open,137.0,25.0,8
Peter O'Brien,MA3,Scottish National Championships,1998.0,54.0,10
Phil Kirby,MPO,Scottish Matchplay Championships - Ides of Match,49,49.0,37
Phil Kirby,MA1,Scottish Open 2023 presented by Latitude 64,170.0,25.0,74
Phil Kirby,MA3,Highland Open,260.0,18.0,32
Phil Kirby,MA3,North Fife Open,243.0,23.0,37
Phil Kirby,MA3,The Social at Bluebell Woods presented by Latitude 64,265.0,23.0,58
Phil Kirby,MA3,BIRN Amateur Championships ,121.0,19.0,57
Phil Kirby,MA3,Scottish National Championships,442.0,47.0,25
Phil Kirby,MA3,GGO: Glasgow GIAB Open 2023,176.0,17.0,64
Rachel Ireland-Jones,FA2,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,263.0,38.0,14
Rachel Kane,FA2,Battle on the Bann ‘23 in association with Flickline Disc golf,439.0,27.0,24
Rachel Shanks,MA1,Scottish Open 2023 presented by Latitude 64,188.0,46.0,36
Rachel Turton,FPO,Scottish National Championships,192.0,7.0,106
Rachel Turton,MPO,GGO: Glasgow GIAB Open 2023,158.0,4.0,93
Rhia Edwards,FA3,Farewell Fanmore ,1998.0,38.0,23
Ricci Russle,MA2,Farewell Fanmore ,1998.0,38.0,23
Richard Backhouse,MA3,The Perthshire Open,125.0,18.0,35
Richard Backhouse,MA3,The Social at Bluebell Woods presented by Latitude 64,257.0,14.0,75
Richard Backhouse,MA3,BIRN Amateur Championships ,119.0,13.0,71
Richard Backhouse,MA3,RRR : Rosshall-Ruchill Rumble 2023,110.0,11.0,79
Richard Backhouse,MA3,Scottish National Championships,426.0,38.0,43
Richard Backhouse,MA3,GGO: Glasgow GIAB Open 2023,166.0,9.0,82
Richard Beaumont,MPO,Scottish Matchplay Championships - Ides of Match,65,65.0,6
Richard Beaumont,MA4,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,268.0,26.0,54
Richard Beaumont,MPO,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,145.0,18.0,23
Richard Beaumont,MA40,Caledonian Open,206.0,42.0,28
Richard Beaumont,MA40,Highland Open,264.0,19.0,28
Richard Beaumont,MA40,North Fife Open,248.0,25.0,30
Richard Beaumont,MA3,The Social at Bluebell Woods presented by Latitude 64,263.0,21.0,61
Richard Beaumont,MA40,BIRN Amateur Championships ,131.0,37.0,15
Richard Beaumont,MA4,Scottish National Championships,395.0,33.0,54
Richard Clegg,MPO,Scottish Matchplay Championships - Ides of Match,34,34.0,55
Richard Clegg,MA50,Farewell Fanmore ,233.0,22.0,56
Richard Clegg,MA50,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,277.0,32.0,44
Richard Clegg,MA50,Scottish Open 2023 presented by Latitude 64,194.0,53.0,22
Richard Hooper,MA40,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,210.0,16.0,76
Richard Thompson,MA3,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,193.0,38.0,6
Rick Rick,MPO,Scottish Matchplay Championships - Ides of Match,1,1.0,100
Rick Rick,MPO,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,108.0,1.0,100
Rick Rick,MPO,Scottish Open 2023 presented by Latitude 64,146.0,3.0,115
Rick Rick,MPO,Caledonian Open,158.0,2.0,117
Rick Rick,MPO,Highland Open,203.0,1.0,100
Rick Rick,MPO,The Irish Open '23,180.0,4.0,111
Rick Rick,MPO,North Fife Open,203.0,3.0,111
Rick Rick,MPO,The Social at Bluebell Woods presented by Latitude 64,111.0,1.0,100
Rick Rick,MPO,RRR : Rosshall-Ruchill Rumble 2023,99.0,1.0,100
Rick Rick,MPO,Scottish National Championships,192.0,7.0,106
Rick Rick,MPO,GGO: Glasgow GIAB Open 2023,141.0,1.0,100
Ritchie Gardner,MPO,Scottish Matchplay Championships - Ides of Match,30,30.0,55
Ritchie Gardner,MA3,Caledonian Open,177.0,11.0,97
Ritchie Gardner,MA3,The Social at Bluebell Woods presented by Latitude 64,265.0,23.0,58
Ritchie Gardner,MA2,BIRN Amateur Championships ,111.0,5.0,90
Ritchie Gardner,MA2,RRR : Rosshall-Ruchill Rumble 2023,120.0,18.0,64
Ritchie Gardner,MA2,Hyzer on the Hill DGC Stormont Estate 2023 - Sponsored By Whale Sacs,108.0,7.0,84
Ritchie Gardner,MA3,Scottish National Championships,426.0,38.0,43
Robbie Reekie,MA1,Scottish Open 2023 presented by Latitude 64,167.0,20.0,84
Robert Ng,MA40,Scottish Matchplay Championships - Ides of Match,21,21.0,68
Robert Ng,MA40,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,142.0,18.0,69
Robert Ng,MA3,The Social at Bluebell Woods presented by Latitude 64,260.0,17.0,69
Robert Ng,MA40,BIRN Amateur Championships ,121.0,19.0,57
Robert Ng,MA40,RRR : Rosshall-Ruchill Rumble 2023,125.0,28.0,44
Roddy Hutchison,MPO,Scottish Matchplay Championships - Ides of Match,63,63.0,11
Rodolfo Perez,MA3,Caledonian Open,192.0,26.0,64
Roisin Kelly,FA3,Farewell Fanmore ,286.0,35.0,29
Roisin Kelly,MA4,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,291.0,49.0,13
Roisin Kelly,FA3,Caledonian Open,231.0,48.0,15
